Note	Frequency (50815 in total)
bmi3	1
bo	1
bo2	1
board	1
bom	1
bones	1
boooo	1
booooo	1
boooooo	1
booooooo	1
boooooooo	1
botched	1
bother	1
bp2	1
bp4	1
br1	1
br2	1
br4	1
brg2	1
broken	1
browns	1
bubblegum'd	1
bubblegummy	1
bud	1
buddy	1
bummed	1
burn...)	1
busy	1
but...)	1
bw4	1
bw5>	1
c34	1
c3]	1
c5]	1
cannot	1
care	1
cares	1
caught	1
cause	1
caused	1
cautioned	1
champ	1
change	1
changes	1
charms	1
chill	1
chocolatey	1
choosing	1
christ]	1
christmas	1
clandestine	1
classic	1
closer	1
clue!)	1
clue>>>	1
clue?:	1
cm's	1
co3	1
cocoa	1
collier	1
color)	1
combination	1
comfortable	1
commit	1
communicate	1
confirms	1
confusion	1
considering	1
convention	1
conventions	1
convincing	1
cooler	1
coolest	1
coooould	1
correctly	1
cos	1
cost	1
could've¹	1
craaaaap	1
cracked	1
crossed	1
curious	1
currently	1
cute	1
d':)	1
d1	1
dangerous	1
dangit	1
dani's	1
db'd	1
dda?)	1
dealt	1
decision	1
deck!)	1
decked	1
deep	1
defer	1
deferral	1
delayed	1
demonstrates	1
depending	1
desperation	1
desync	1
different	1
dire	1
disapprove	1
disapproves	1
discards)	1
discharging	1
discuss	1
dm	1
dmoney's	1
dobi	1
dobi's	1
doesn't)	1
doesn't?	1
dog	1
dont	1
dooooo	1
dooooooo	1
doooooooo	1
dooooooooo	1
dooooooooooo	1
doooooooooooo	1
dooooooooooooo	1
dooooooooooooooooo	1
doubtful	1
doubting	1
dpe	1
dr_kakashi	1
draws	1
dream	1
drew	1
drk	1
dscb	1
dumb...)	1
dumber	1
dummying	1
dupe!)	1
dying	1
e	1
eat	1
eeeehhhhh	1
eeehhhh	1
eeehhhhhh	1
eeerrrrr	1
eerrrr	1
ehhhh	1
elimination)	1
